# n,  x, eps, mun, mun_std, mup, mup_std,  mue, P, P_e, P_std, E, E_std
1.3000000000e-02 7.3830047530e-03 1.2255436316e+01 5.1668637230e+00 3.8891666678e-02 -2.2006053155e+01 4.5798398546e-02 2.7954916878e+01 2.3345780652e-02 6.7043589381e-04 3.4578682921e-04 3.1704166676e+00 1.2562800814e-02
1.4000000000e-02 7.8791206269e-03 1.3199858319e+01 5.3809180264e+00 4.5219233163e-02 -2.3118686598e+01 5.3207330856e-02 2.9281604625e+01 2.6098179963e-02 8.0712807393e-04 4.3346845470e-04 3.2922104920e+00 1.4582996919e-02
1.5000000000e-02 8.3612159339e-03 1.4144448192e+01 5.5876467688e+00 5.2038533073e-02 -2.4191835825e+01 6.1185265922e-02 3.0561482593e+01 2.8944453613e-02 9.5784041168e-04 5.3506420513e-04 3.4090238436e+00 1.6755592886e-02
1.6000000000e-02 8.8299175779e-03 1.5089198643e+01 5.7877258187e+00 5.9352382149e-02 -2.5228905709e+01 6.9735101161e-02 3.1798631528e+01 3.1880308124e-02 1.1226825596e-03 6.5165558388e-04 3.5213322610e+00 1.9080965823e-02
1.7000000000e-02 9.2858833812e-03 1.6034103066e+01 5.9817373136e+00 6.7163594555e-02 -2.6232893887e+01 7.8859780738e-02 3.2996631198e+01 3.4901952790e-02 1.3017441650e-03 7.8433445313e-04 3.6295399586e+00 2.1559494917e-02
1.8000000000e-02 9.7297833287e-03 1.6979155439e+01 6.1701891033e+00 7.5474957511e-02 -2.7206455373e+01 8.8562226230e-02 3.4158644476e+01 3.8006058218e-02 1.4951013295e-03 9.3420326398e-04 3.7339939055e+00 2.4191561051e-02
1.9000000000e-02 1.0162286111e-02 1.7924350240e+01 6.3535292515e+00 8.4289235547e-02 -2.8151953839e+01 9.8845440774e-02 3.5287483089e+01 4.1189721712e-02 1.7028217697e-03 1.1023745975e-03 3.8349945698e+00 2.6977546432e-02
2.0000000000e-02 1.0584049875e-02 1.8869682380e+01 6.5321570297e+00 9.3609237206e-02 -2.9071503228e+01 1.0971254843e-01 3.6385660257e+01 4.4450439095e-02 1.9249689876e-03 1.2899726309e-03 3.9328041591e+00 2.9917834253e-02
2.1000000000e-02 1.0995715795e-02 1.9815147151e+01 6.7064314838e+00 1.0343761915e-01 -2.9967001676e+01 1.2116640525e-01 3.7455433159e+01 4.7786079947e-02 2.1616055906e-03 1.4981287473e-03 4.0276532190e+00 3.3012808379e-02
2.2000000000e-02 1.1397903745e-02 2.0760740181e+01 6.8766779734e+00 1.1377716216e-01 -3.0840159662e+01 1.3321019171e-01 3.8498837635e+01 5.1194866221e-02 2.4127959191e-03 1.7279873581e-03 4.1197457148e+00 3.6262853075e-02
2.3000000000e-02 1.1791209464e-02 2.1706457396e+01 7.0431934728e+00 1.2463053579e-01 -3.1692523335e+01 1.4584696641e-01 3.9517716807e+01 5.4675353532e-02 2.6786080965e-03 1.9807010530e-03 4.2092632382e+00 3.9668352770e-02
2.4000000000e-02 1.2176202953e-02 2.2652294988e+01 7.2062507104e+00 1.3600048267e-01 -3.2525494346e+01 1.5907978401e-01 4.0513745057e+01 5.8226413797e-02 2.9591156427e-03 2.2574334630e-03 4.2963683441e+00 4.3229691859e-02
2.5000000000e-02 1.2553427620e-02 2.3598249394e+01 7.3661015689e+00 1.4788959675e-01 -3.3340346556e+01 1.7291178674e-01 4.1488448125e+01 6.1847219627e-02 3.2543986909e-03 2.5593567213e-03 4.3812073337e+00 4.6947254535e-02
2.6000000000e-02 1.2923400026e-02 2.4544317266e+01 7.5229797871e+00 1.6030063243e-01 -3.4138240347e+01 1.8734606696e-01 4.2443220134e+01 6.5537229546e-02 3.5645448893e-03 2.8876542886e-03 4.4639124989e+00 5.0821424659e-02
2.7000000000e-02 1.3286610088e-02 2.5490495460e+01 7.6771032406e+00 1.7323618605e-01 -3.4920234920e+01 2.0238570478e-01 4.3379338161e+01 6.9296174947e-02 3.8896500590e-03 3.2435179706e-03 4.5446040196e+00 5.4852585660e-02
2.8000000000e-02 1.3643521577e-02 2.6436781013e+01 7.8286757696e+00 1.8669900141e-01 -3.5687298960e+01 2.1803399780e-01 4.4297974730e+01 7.3124046275e-02 4.2298186358e-03 3.6281520351e-03 4.6233915482e+00 5.9041120463e-02
2.9000000000e-02 1.3994572851e-02 2.7383171135e+01 7.9778887309e+00 2.0069151764e-01 -3.6440319906e+01 2.3429379149e-01 4.5200208637e+01 7.7021081776e-02 4.5851639557e-03 4.0427633551e-03 4.7003755026e+00 6.3387411436e-02
3.0000000000e-02 1.4340177640e-02 2.8329663193e+01 8.1249223747e+00 2.1521660032e-01 -3.7180111883e+01 2.5116856995e-01 4.6087034257e+01 8.0987755316e-02 4.9558083572e-03 4.4885789515e-03 4.7756482916e+00 6.7891840380e-02
3.1000000000e-02 1.4680726120e-02 2.9276254702e+01 8.2699468347e+00 2.3027670271e-01 -3.7907423027e+01 2.6866129618e-01 4.6959369862e+01 8.5024765904e-02 5.3418832567e-03 4.9668260084e-03 4.8492951309e+00 7.2554788516e-02
3.2000000000e-02 1.5016585782e-02 3.0222943312e+01 8.4131231017e+00 2.4587454682e-01 -3.8622941565e+01 2.8677526412e-01 4.7818064667e+01 8.9133025351e-02 5.7435290196e-03 5.4787480322e-03 4.9213949595e+00 7.7376636511e-02
3.3000000000e-02 1.5348102571e-02 3.1169726809e+01 8.5546039037e+00 2.6201271786e-01 -3.9327301369e+01 3.0551363958e-01 4.8663905273e+01 9.3313650317e-02 6.1608948649e-03 6.0255941990e-03 4.9920211370e+00 8.2357764509e-02
3.4000000000e-02 1.5675601858e-02 3.2116603097e+01 8.6945342956e+00 2.7869376583e-01 -4.0021086907e+01 3.2487954898e-01 4.9497621202e+01 9.7567951168e-02 6.5941386367e-03 6.6086225871e-03 5.0612419908e+00 8.7498552191e-02
3.5000000000e-02 1.5999389489e-02 3.3063570196e+01 8.8330522740e+00 2.9592038292e-01 -4.0704837615e+01 3.4487635249e-01 5.0319889891e+01 1.0189742133e-01 7.0434265639e-03 7.2291050225e-03 5.1291213839e+00 9.2799378830e-02
3.6000000000e-02 1.6319752769e-02 3.4010626239e+01 8.9702894019e+00 3.1369508926e-01 -4.1379051704e+01 3.6550700327e-01 5.1131341106e+01 1.0630373124e-01 7.5089329655e-03 7.8883180698e-03 5.1957191796e+00 9.8260623383e-02
3.7000000000e-02 1.6636961465e-02 3.4957769460e+01 9.1063711221e+00 3.3202054332e-01 -4.2044189805e+01 3.8677503722e-01 5.1932560927e+01 1.1078871591e-01 7.9908399524e-03 8.5875525667e-03 5.2610915917e+00 1.0388266457e-01
3.8000000000e-02 1.6951268658e-02 3.5904998197e+01 9.2414172903e+00 3.5089932740e-01 -4.2700677926e+01 4.0868350158e-01 5.2724095216e+01 1.1535436907e-01 8.4893370364e-03 9.3281029065e-03 5.3252915883e+00 1.0966588099e-01
3.9000000000e-02 1.7262911783e-02 3.6852310881e+01 9.3755424952e+00 3.7033398716e-01 -4.3348910457e+01 4.3123567678e-01 5.3506452950e+01 1.2000283373e-01 9.0046208661e-03 1.0111278500e-02 5.3883691783e+00 1.1561065120e-01
4.0000000000e-02 1.7572113325e-02 3.7799706037e+01 9.5088563594e+00 3.9032723679e-01 -4.3989252577e+01 4.5443490581e-01 5.4280108937e+01 1.2473639412e-01 9.5368947537e-03 1.0938396838e-02 5.4503716734e+00 1.2171735388e-01
4.1000000000e-02 1.7879081753e-02 3.8747182277e+01 9.6414638559e+00 4.1088153219e-01 -4.4622042673e+01 4.7828441104e-01 5.5045506529e+01 1.2955746932e-01 1.0086368375e-02 1.1810783292e-02 5.5113439104e+00 1.2798636791e-01
4.2000000000e-02 1.8184012220e-02 3.9694738296e+01 9.7734655554e+00 4.3199940728e-01 -4.5247594363e+01 5.0278729370e-01 5.5803059918e+01 1.3446860412e-01 1.0653257337e-02 1.2729766249e-02 5.5713284980e+00 1.3441807254e-01
4.3000000000e-02 1.8487087355e-02 4.0642372873e+01 9.9049578675e+00 4.5368386583e-01 -4.5866198452e+01 5.2794729298e-01 5.6553156319e+01 1.3947246379e-01 1.1237782834e-02 1.3696710227e-02 5.6303659591e+00 1.4101284749e-01
4.4000000000e-02 1.8788477888e-02 4.1590084865e+01 1.0036033317e+01 4.7593714306e-01 -4.6478124546e+01 5.5376730665e-01 5.7296157863e+01 1.4457182635e-01 1.1840171206e-02 1.4712955992e-02 5.6884949859e+00 1.4777107314e-01
4.5000000000e-02 1.9088343336e-02 4.2537873206e+01 1.0166780628e+01 4.9876174712e-01 -4.7083622769e+01 5.8025069204e-01 5.8032403397e+01 1.4976957581e-01 1.2460653572e-02 1.5779861640e-02 5.7457524764e+00 1.5469313061e-01
4.6000000000e-02 1.9386832663e-02 4.3485736903e+01 1.0297285037e+01 5.2216069933e-01 -4.7682925120e+01 6.0740113948e-01 5.8762210157e+01 1.5506869714e-01 1.3099465482e-02 1.6898822180e-02 5.8021737716e+00 1.6177940198e-01
4.7000000000e-02 1.9684084776e-02 4.4433675034e+01 1.0427628316e+01 5.4613615888e-01 -4.8276246847e+01 6.3522138358e-01 5.9485875164e+01 1.6047226903e-01 1.3756846461e-02 1.8071195973e-02 5.8577926644e+00 1.6903027038e-01
4.8000000000e-02 1.9980229121e-02 4.5381686747e+01 1.0557889111e+01 5.7069115798e-01 -4.8863787529e+01 6.6371542924e-01 6.0203676640e+01 1.6598345957e-01 1.4433039658e-02 1.9298400970e-02 5.9126416558e+00 1.7644612018e-01
4.9000000000e-02 2.0275386221e-02 4.6329771255e+01 1.0688142902e+01 5.9582801282e-01 -4.9445732379e+01 6.9288631579e-01 6.0915875281e+01 1.7160551951e-01 1.5128291496e-02 2.0581823319e-02 5.9667518966e+00 1.8402733714e-01
5.0000000000e-02 2.0569668070e-02 4.7277927842e+01 1.0818462298e+01 6.2154951569e-01 -5.0022253023e+01 7.2273736938e-01 6.1622715320e+01 1.7734177811e-01 1.5842851209e-02 2.1922886342e-02 6.0201534165e+00 1.9177430858e-01
5.1000000000e-02 2.0863178728e-02 4.8226155850e+01 1.0948917065e+01 6.4785818872e-01 -5.0593508667e+01 7.5327219479e-01 6.2324425732e+01 1.8319563817e-01 1.6576970601e-02 2.3323003271e-02 6.0728751007e+00 1.9968742350e-01
5.2000000000e-02 2.1156014635e-02 4.9174454684e+01 1.1079574259e+01 6.7475689102e-01 -5.1159646833e+01 7.8449439430e-01 6.3021221091e+01 1.8917057028e-01 1.7330903571e-02 2.4783619383e-02 6.1249448045e+00 2.0776707278e-01
5.3000000000e-02 2.1448265059e-02 5.0122823811e+01 1.1210498378e+01 7.0224812690e-01 -5.1720804155e+01 8.1640725063e-01 6.3713302533e+01 1.9527011007e-01 1.8104905792e-02 2.6306173889e-02 6.1763894215e+00 2.1601364931e-01
5.4000000000e-02 2.1740012435e-02 5.1071262758e+01 1.1341751478e+01 7.3033426506e-01 -5.2277107070e+01 8.4901354155e-01 6.4400858548e+01 2.0149785232e-01 1.8899234309e-02 2.7892096236e-02 6.2272349926e+00 2.2442754820e-01
5.5000000000e-02 2.2031332836e-02 5.2019771108e+01 1.1473393208e+01 7.5901869846e-01 -5.2828672660e+01 8.8231814737e-01 6.5084065869e+01 2.0785744813e-01 1.9714147311e-02 2.9542892011e-02 6.2775066636e+00 2.3300916688e-01
5.6000000000e-02 2.2322296160e-02 5.2968348499e+01 1.1605480945e+01 7.8830355577e-01 -5.3375609108e+01 9.1632356737e-01 6.5763090056e+01 2.1435260116e-01 2.0549903623e-02 3.1260007871e-02 6.3272287876e+00 2.4175890529e-01
5.7000000000e-02 2.2612966622e-02 5.3916994628e+01 1.1738069925e+01 8.1819155437e-01 -5.3918016403e+01 9.5103355316e-01 6.6438086328e+01 2.2098706267e-01 2.1406762555e-02 3.3044921074e-02 6.3764250243e+00 2.5067716604e-01
5.8000000000e-02 2.2903402814e-02 5.4865709241e+01 1.1871213213e+01 8.4868563270e-01 -5.4455986754e+01 9.8645169586e-01 6.7109199967e+01 2.2776463036e-01 2.2284983293e-02 3.4899141188e-02 6.4251182492e+00 2.5976435458e-01
5.9000000000e-02 2.3193658255e-02 5.5814492142e+01 1.2004961969e+01 8.7978845129e-01 -5.4989605181e+01 1.0225818959e+00 6.7776567149e+01 2.3468914330e-01 2.3184824886e-02 3.6824171622e-02 6.4733307835e+00 2.6902087934e-01
6.0000000000e-02 2.3483781457e-02 5.6763343184e+01 1.2139365340e+01 9.1150264742e-01 -5.5518949967e+01 1.0594271593e+00 6.8440315305e+01 2.4176447896e-01 2.4106545676e-02 3.8821510927e-02 6.5210842669e+00 2.7844715190e-01
6.1000000000e-02 2.3773816293e-02 5.7712262272e+01 1.2274470645e+01 9.4383140582e-01 -5.6044093087e+01 1.0969921666e+00 6.9100563732e+01 2.4899455318e-01 2.5050403123e-02 4.0892733127e-02 6.5683997409e+00 2.8804358710e-01
6.2000000000e-02 2.4063802173e-02 5.8661249361e+01 1.2410323429e+01 9.7677661496e-01 -5.6565100587e+01 1.1352790481e+00 6.9757424016e+01 2.5638331317e-01 2.6016653420e-02 4.3039294608e-02 6.6152977421e+00 2.9781060329e-01
6.3000000000e-02 2.4353774293e-02 5.9610304456e+01 1.2546967510e+01 1.0103418634e+00 -5.7082032984e+01 1.1742927045e+00 7.0411000494e+01 2.6393473872e-01 2.7005551206e-02 4.5262803950e-02 6.6617982509e+00 3.0774862238e-01
6.4000000000e-02 2.4643763808e-02 6.0559427610e+01 1.2684445088e+01 1.0445295296e+00 -5.7594945551e+01 1.2140363976e+00 7.1061390639e+01 2.7165283761e-01 2.8017349215e-02 4.7564797740e-02 6.7079207967e+00 3.1785807007e-01
6.5000000000e-02 2.4933798135e-02 6.1508618925e+01 1.2822796743e+01 1.0793424598e+00 -5.8103888795e+01 1.2545137711e+00 7.1708685537e+01 2.7954164479e-01 2.9052298119e-02 4.9946830296e-02 6.7536843941e+00 3.2813937592e-01
6.6000000000e-02 2.5223901007e-02 6.2457878547e+01 1.2962061546e+01 1.1147839218e+00 -5.8608908590e+01 1.2957292101e+00 7.2352970136e+01 2.8760521963e-01 3.0110646041e-02 5.2410519839e-02 6.7991076377e+00 3.3859297360e-01
6.7000000000e-02 2.5514092755e-02 6.3407206673e+01 1.3102277148e+01 1.1508556697e+00 -5.9110046528e+01 1.3376852476e+00 7.2994323677e+01 2.9584764528e-01 3.1192638415e-02 5.4957389722e-02 6.8442087273e+00 3.4921930092e-01
6.8000000000e-02 2.5804390463e-02 6.4356603544e+01 1.3243479735e+01 1.1875616933e+00 -5.9607340273e+01 1.3803869636e+00 7.3632820008e+01 3.0427302393e-01 3.2298517696e-02 5.7589113782e-02 6.8890054365e+00 3.6001880005e-01
6.9000000000e-02 2.6094808018e-02 6.5306069446e+01 1.3385704160e+01 1.2249047324e+00 -6.0100823614e+01 1.4238379666e+00 7.4268527774e+01 3.1288547888e-01 3.3428522878e-02 6.0307284374e-02 6.9335151681e+00 3.7099191764e-01
7.0000000000e-02 2.6385356476e-02 6.6255604711e+01 1.3528984015e+01 1.2628870197e+00 -6.0590526898e+01 1.4680416705e+00 7.4901510913e+01 3.2168915151e-01 3.4582889591e-02 6.3113499412e-02 6.9777549902e+00 3.8213910494e-01
7.1000000000e-02 2.6676044011e-02 6.7205209715e+01 1.3673351612e+01 1.3015119397e+00 -6.1076477118e+01 1.5130022558e+00 7.5531828730e+01 3.3068819824e-01 3.5761849501e-02 6.6009409143e-02 7.0217416342e+00 3.9346081794e-01
7.2000000000e-02 2.6966876126e-02 6.8154884878e+01 1.3818838055e+01 1.3407817363e+00 -6.1558698170e+01 1.5587229360e+00 7.6159536226e+01 3.3988679295e-01 3.6965630166e-02 6.8996617674e-02 7.0654914708e+00 4.0495751752e-01
7.3000000000e-02 2.7257855839e-02 6.9104630662e+01 1.3965473290e+01 1.3807009762e+00 -6.2037211093e+01 1.6052099141e+00 7.6784684383e+01 3.4928912111e-01 3.8194454889e-02 7.2076896068e-02 7.1090205951e+00 4.1662966956e-01
7.4000000000e-02 2.7548983706e-02 7.0054447578e+01 1.4113286244e+01 1.4212713853e+00 -6.2512034051e+01 1.6524654954e+00 7.7407320294e+01 3.5889938444e-01 3.9448542268e-02 7.5251850889e-02 7.1523448621e+00 4.2847774506e-01
7.5000000000e-02 2.7840258033e-02 7.1004336174e+01 1.4262304644e+01 1.4624959488e+00 -6.2983182820e+01 1.7004937049e+00 7.8027487465e+01 3.6872179278e-01 4.0728106140e-02 7.8523132307e-02 7.1954797709e+00 4.4050222027e-01
7.6000000000e-02 2.8131674905e-02 7.1954297043e+01 1.4412555294e+01 1.5043779409e+00 -6.3450670637e+01 1.7492986788e+00 7.8645225933e+01 3.7876057142e-01 4.2033355168e-02 8.1892454770e-02 7.2384406056e+00 4.5270357681e-01
7.7000000000e-02 2.8423228348e-02 7.2904330819e+01 1.4564063958e+01 1.5469204128e+00 -6.3914508550e+01 1.7988848948e+00 7.9260572507e+01 3.8901995290e-01 4.3364492712e-02 8.5361540304e-02 7.2812423904e+00 4.6508230179e-01
7.8000000000e-02 2.8714910438e-02 7.3854438181e+01 1.4716855499e+01 1.5901266046e+00 -6.4374705459e+01 1.8492568194e+00 7.9873560957e+01 3.9950418162e-01 4.4721716623e-02 8.8932124633e-02 7.3238999270e+00 4.7763888792e-01
7.9000000000e-02 2.9006711370e-02 7.4804619848e+01 1.4870953850e+01 1.6339989643e+00 -6.4831268298e+01 1.9004179170e+00 8.0484222148e+01 4.1021750883e-01 4.6105218949e-02 9.2605889901e-02 7.3664278025e+00 4.9037383358e-01
8.0000000000e-02 2.9298619602e-02 7.5754876578e+01 1.5026382049e+01 1.6785415797e+00 -6.5284202201e+01 1.9523734291e+00 8.1092584250e+01 4.2116419637e-01 4.7515185827e-02 9.6384639596e-02 7.4088403360e+00 5.0328764297e-01
8.1000000000e-02 2.9590621805e-02 7.6705209175e+01 1.5183162351e+01 1.7237565929e+00 -6.5733510413e+01 2.0051267133e+00 8.1698672763e+01 4.3234851289e-01 4.8951796977e-02 1.0027007177e-01 7.4511517274e+00 5.1638082624e-01
8.2000000000e-02 2.9882703203e-02 7.7655618482e+01 1.5341316147e+01 1.7696479073e+00 -6.6179194745e+01 2.0586829182e+00 8.2302510892e+01 4.4377473306e-01 5.0415226036e-02 1.0426401455e-01 7.4933759267e+00 5.2965389949e-01
8.3000000000e-02 3.0174847341e-02 7.8606105382e+01 1.5500864082e+01 1.8162177610e+00 -6.6621255312e+01 2.1130445414e+00 8.2904119393e+01 4.5544714203e-01 5.1905639680e-02 1.0836816148e-01 7.5355267016e+00 5.4310738497e-01
8.4000000000e-02 3.0467036482e-02 7.9556670801e+01 1.5661826081e+01 1.8634706651e+00 -6.7059690915e+01 2.1682191490e+00 8.3503516997e+01 4.6737002820e-01 5.3423198130e-02 1.1258443548e-01 7.5776176980e+00 5.5674181107e-01
8.5000000000e-02 3.0759251405e-02 8.0507315702e+01 1.5824221294e+01 1.9114088911e+00 -6.7494498981e+01 2.2242086518e+00 8.4100720277e+01 4.7954768805e-01 5.4968054341e-02 1.1691456004e-01 7.6196623238e+00 5.7055771251e-01
8.6000000000e-02 3.1051471678e-02 8.1458041092e+01 1.5988068221e+01 1.9600355562e+00 -6.7925675722e+01 2.2810177386e+00 8.4695743943e+01 4.9198442275e-01 5.6540354272e-02 1.2136032406e-01 7.6616738763e+00 5.8455563034e-01
8.7000000000e-02 3.1343675621e-02 8.2408848019e+01 1.6153384721e+01 2.0093543294e+00 -6.8353216139e+01 2.3386519229e+00 8.5288600861e+01 5.0468453934e-01 5.8140236480e-02 1.2592364008e-01 7.7036655193e+00 5.9873611208e-01
8.8000000000e-02 3.1635840405e-02 8.3359737564e+01 1.6320187949e+01 2.0593691513e+00 -6.8777114236e+01 2.3971165237e+00 8.5879302184e+01 5.1765235222e-01 5.9767832006e-02 1.3060637092e-01 7.7456501844e+00 6.1309971173e-01
8.9000000000e-02 3.1927942126e-02 8.4310710858e+01 1.6488494525e+01 2.1100823011e+00 -6.9197362934e+01 2.4564143851e+00 8.6467857459e+01 5.3089217709e-01 6.1423264252e-02 1.3541033373e-01 7.7876407855e+00 6.2764698991e-01
9.0000000000e-02 3.2219955849e-02 8.5261769065e+01 1.6658320426e+01 2.1614970369e+00 -6.9613954273e+01 2.5165501205e+00 8.7054274703e+01 5.4440833793e-01 6.3106648761e-02 1.4033734731e-01 7.8296500122e+00 6.4237851389e-01
9.1000000000e-02 3.2511855649e-02 8.6212913388e+01 1.6829681066e+01 2.2136176239e+00 -7.0026879419e+01 2.5775303658e+00 8.7638560485e+01 5.5820516212e-01 6.4818093045e-02 1.4538942615e-01 7.8716904489e+00 6.5729485768e-01
9.2000000000e-02 3.2803614739e-02 8.7164145080e+01 1.7002591396e+01 2.2664464780e+00 -7.0436128666e+01 2.6393576867e+00 8.8220720062e+01 5.7228698217e-01 6.6557696595e-02 1.5056835289e-01 7.9137746341e+00 6.7239660204e-01
9.3000000000e-02 3.3095205456e-02 8.8115465418e+01 1.7177065714e+01 2.3199878443e+00 -7.0841691692e+01 2.7020382046e+00 8.8800757405e+01 5.8665813441e-01 6.8325550584e-02 1.5587614359e-01 7.9559148703e+00 6.8768433460e-01
9.4000000000e-02 3.3386599315e-02 8.9066875731e+01 1.7353117925e+01 2.3742450515e+00 -7.1243557354e+01 2.7655764452e+00 8.9378675278e+01 6.0132295994e-01 7.0121737724e-02 1.6131471764e-01 7.9981234614e+00 7.0315864988e-01
9.5000000000e-02 3.3677767143e-02 9.0018377381e+01 1.7530761376e+01 2.4292209654e+00 -7.1641714002e+01 2.8299772974e+00 8.9954475378e+01 6.1628580434e-01 7.1946332374e-02 1.6688596004e-01 8.0404125216e+00 7.1882014933e-01
9.6000000000e-02 3.3968678970e-02 9.0969971770e+01 1.7710008973e+01 2.4849198954e+00 -7.2036149298e+01 2.8952461258e+00 9.0528158272e+01 6.3155101675e-01 7.3799399978e-02 1.7259191471e-01 8.0827941099e+00 7.3466944145e-01
9.7000000000e-02 3.4259304302e-02 9.1921660342e+01 1.7890873164e+01 2.5413442830e+00 -7.2426850491e+01 2.9613873235e+00 9.1099723654e+01 6.4712294830e-01 7.5680997586e-02 1.7843445752e-01 8.1252801844e+00 7.5070714166e-01
9.8000000000e-02 3.4549611928e-02 9.2873444574e+01 1.8073365966e+01 2.5984990901e+00 -7.2813804237e+01 3.0284067205e+00 9.1669170204e+01 6.6300595802e-01 7.7591173075e-02 1.8441571621e-01 8.1678825879e+00 7.6693387256e-01
9.9000000000e-02 3.4839570100e-02 9.3825325989e+01 1.8257498980e+01 2.6563865212e+00 -7.3196996779e+01 3.0963079480e+00 9.2236495759e+01 6.7920440484e-01 7.9529965418e-02 1.9053754162e-01 8.2106131102e+00 7.8335026384e-01
1.0000000000e-01 3.5129146621e-02 9.4777306144e+01 1.8443283394e+01 2.7150111935e+00 -7.3576414027e+01 3.1650979233e+00 9.2801697420e+01 6.9572265289e-01 8.1497404758e-02 1.9680209309e-01 8.2534834223e+00 7.9995695225e-01
1.0100000000e-01 3.5418308725e-02 9.5729386636e+01 1.8630730020e+01 2.7743764471e+00 -7.3952041435e+01 3.2347813672e+00 9.3364771455e+01 7.1256506957e-01 8.3493511815e-02 2.0321133445e-01 8.2965051393e+00 8.1675458181e-01
1.0200000000e-01 3.5707023255e-02 9.6681569098e+01 1.8819849250e+01 2.8344858252e+00 -7.4323864222e+01 3.3053630925e+00 9.3925713474e+01 7.2973602516e-01 8.5518298235e-02 2.0976738021e-01 8.3396897504e+00 8.3374380365e-01
1.0300000000e-01 3.5995256636e-02 9.7633855205e+01 1.9010651139e+01 2.8953421044e+00 -7.4691867286e+01 3.3768468182e+00 9.4484518424e+01 7.4723989156e-01 8.7571766306e-02 2.1647211998e-01 8.3830487123e+00 8.5092527618e-01
1.0400000000e-01 3.6282974954e-02 9.8586246667e+01 1.9203145376e+01 2.9569505696e+00 -7.5056035290e+01 3.4492409010e+00 9.5041180667e+01 7.6508104473e-01 8.9653909032e-02 2.2332787299e-01 8.4265933781e+00 8.6829966496e-01
1.0500000000e-01 3.6570143905e-02 9.9538745237e+01 1.9397341359e+01 3.0193152104e+00 -7.5416352594e+01 3.5225509458e+00 9.5595693950e+01 7.8326386433e-01 9.1764709777e-02 2.3033669507e-01 8.4703350765e+00 8.8586764288e-01
