# n,  x, eps, mun, mun_std, mup, mup_std,  mue, P, P_e, P_std, E, E_std
6.4000000000e-02 0.0000000000e+00 6.0675272759e+01 1.3860215519e+01 1.0624077385e+00 -6.0137125179e+01 1.2715806338e+00 5.1100000000e-01 3.4394103428e-01 0.0000000000e+00 4.8760826244e-02 8.4861368586e+00 3.2683341961e-01
6.5000000000e-02 0.0000000000e+00 6.1628781604e+01 1.4027690021e+01 1.0978954165e+00 -6.0707261750e+01 1.3145431809e+00 5.1100000000e-01 3.5474324777e-01 0.0000000000e+00 5.1208599987e-02 8.5701015936e+00 3.3747494913e-01
6.6000000000e-02 0.0000000000e+00 6.2582458576e+01 1.4196474436e+01 1.1340236874e+00 -6.1274067203e+01 1.3583132872e+00 5.1100000000e-01 3.6579873674e-01 0.0000000000e+00 5.3740424490e-02 8.6540693339e+00 3.4829692703e-01
6.7000000000e-02 0.0000000000e+00 6.3536305002e+01 1.4366605092e+01 1.1707939175e+00 -6.1837587353e+01 1.4028939739e+00 5.1100000000e-01 3.7711253954e-01 0.0000000000e+00 5.6357842151e-02 8.7380597255e+00 3.5929980760e-01
6.8000000000e-02 0.0000000000e+00 6.4490322247e+01 1.4538116675e+01 1.2082095034e+00 -6.2397863726e+01 1.4482905966e+00 5.1100000000e-01 3.8868968724e-01 0.0000000000e+00 5.9062541103e-02 8.8220918629e+00 3.7048404540e-01
6.9000000000e-02 0.0000000000e+00 6.5444511707e+01 1.4711042065e+01 1.2462733573e+00 -6.2954934251e+01 1.4945088880e+00 5.1100000000e-01 4.0053519582e-01 0.0000000000e+00 6.1856173732e-02 8.9061841546e+00 3.8185009528e-01
7.0000000000e-02 0.0000000000e+00 6.6398874812e+01 1.4885412569e+01 1.2849872966e+00 -6.3508833174e+01 1.5415522370e+00 5.1100000000e-01 4.1265406753e-01 0.0000000000e+00 6.4740339592e-02 8.9903544612e+00 3.9339841240e-01
7.1000000000e-02 0.0000000000e+00 6.7353413023e+01 1.5061257838e+01 1.3243544622e+00 -6.4059591505e+01 1.5894262656e+00 5.1100000000e-01 4.2505128342e-01 0.0000000000e+00 6.7716739132e-02 9.0746200430e+00 4.0512945226e-01
7.2000000000e-02 0.0000000000e+00 6.8308127828e+01 1.5238606033e+01 1.3643767509e+00 -6.4607237017e+01 1.6381345826e+00 5.1100000000e-01 4.3773180621e-01 0.0000000000e+00 7.0786988032e-02 9.1589976137e+00 4.1704367073e-01
7.3000000000e-02 0.0000000000e+00 6.9263020744e+01 1.5417483776e+01 1.4050575198e+00 -6.5151794564e+01 1.6876833145e+00 5.1100000000e-01 4.5070057117e-01 0.0000000000e+00 7.3952819656e-02 9.2435033489e+00 4.2914152406e-01
7.4000000000e-02 0.0000000000e+00 7.0218093314e+01 1.5597916256e+01 1.4463999871e+00 -6.5693286209e+01 1.7380783673e+00 5.1100000000e-01 4.6396248888e-01 0.0000000000e+00 7.7215978743e-02 9.3281528922e+00 4.4142346894e-01
7.5000000000e-02 0.0000000000e+00 7.1173347103e+01 1.5779927244e+01 1.4884054781e+00 -6.6231731408e+01 1.7893224222e+00 5.1100000000e-01 4.7752244026e-01 0.0000000000e+00 8.0578050583e-02 9.4129613735e+00 4.5388996248e-01
7.6000000000e-02 0.0000000000e+00 7.2128783702e+01 1.5963539161e+01 1.5310768301e+00 -6.6767147137e+01 1.8414208839e+00 5.1100000000e-01 4.9138527452e-01 0.0000000000e+00 8.4040766563e-02 9.4979434441e+00 4.6654146226e-01
7.7000000000e-02 0.0000000000e+00 7.3084404723e+01 1.6148773133e+01 1.5744182637e+00 -6.7299548047e+01 1.8943812692e+00 5.1100000000e-01 5.0555580822e-01 0.0000000000e+00 8.7605965950e-02 9.5831132859e+00 4.7937842636e-01
7.8000000000e-02 0.0000000000e+00 7.4040211796e+01 1.6335648916e+01 1.6184300666e+00 -6.7828946658e+01 1.9482047932e+00 5.1100000000e-01 5.2003881957e-01 0.0000000000e+00 9.1275208114e-02 9.6684845629e+00 4.9240131335e-01
7.9000000000e-02 0.0000000000e+00 7.4996206574e+01 1.6524185158e+01 1.6631168871e+00 -6.8355353364e+01 2.0028997841e+00 5.1100000000e-01 5.3483905347e-01 0.0000000000e+00 9.5050388561e-02 9.7540705566e+00 5.0561058234e-01
8.0000000000e-02 0.0000000000e+00 7.5952390726e+01 1.6714399233e+01 1.7084799898e+00 -6.8878776669e+01 2.0584687261e+00 5.1100000000e-01 5.4996121256e-01 0.0000000000e+00 9.8933118191e-02 9.8398840762e+00 5.1900669299e-01
8.1000000000e-02 0.0000000000e+00 7.6908765936e+01 1.6906307333e+01 1.7545224680e+00 -6.9399223290e+01 2.1149181895e+00 5.1100000000e-01 5.6540995762e-01 0.0000000000e+00 1.0292522163e-01 9.9259374863e+00 5.3259010553e-01
8.2000000000e-02 0.0000000000e+00 7.7865333910e+01 1.7099924618e+01 1.8012480652e+00 -6.9916698181e+01 2.1722545614e+00 5.1100000000e-01 5.8118990904e-01 0.0000000000e+00 1.0702855447e-01 1.0012242800e+01 5.4636128080e-01
8.3000000000e-02 0.0000000000e+00 7.8822096362e+01 1.7295265068e+01 1.8486576956e+00 -7.0431204716e+01 2.2304799869e+00 5.1100000000e-01 5.9730563879e-01 0.0000000000e+00 1.1124473723e-01 1.0098811589e+01 5.6032068024e-01
8.4000000000e-02 0.0000000000e+00 7.9779055019e+01 1.7492341611e+01 1.8967548842e+00 -7.0942744816e+01 2.2896012657e+00 5.1100000000e-01 6.1376167592e-01 0.0000000000e+00 1.1557564607e-01 1.0185654993e+01 5.7446876592e-01
8.5000000000e-02 0.0000000000e+00 8.0736211627e+01 1.7691166236e+01 1.9455430525e+00 -7.1451318913e+01 2.3496248238e+00 5.1100000000e-01 6.3056250307e-01 0.0000000000e+00 1.2002312968e-01 1.0272783847e+01 5.8880600056e-01
8.6000000000e-02 0.0000000000e+00 8.1693567938e+01 1.7891749844e+01 1.9950227155e+00 -7.1956926108e+01 2.4105527380e+00 5.1100000000e-01 6.4771254867e-01 0.0000000000e+00 1.2458882308e-01 1.0360208580e+01 6.0333284758e-01
8.7000000000e-02 0.0000000000e+00 8.2651125715e+01 1.8094102421e+01 2.0451989870e+00 -7.2459564366e+01 2.4723938507e+00 5.1100000000e-01 6.6521619535e-01 0.0000000000e+00 1.2927474898e-01 1.0447939256e+01 6.1804977106e-01
8.8000000000e-02 0.0000000000e+00 8.3608886735e+01 1.8298233056e+01 2.0960727863e+00 -7.2959230329e+01 2.5351508398e+00 5.1100000000e-01 6.8307777345e-01 0.0000000000e+00 1.3408257135e-01 1.0535985630e+01 6.3295723581e-01
8.9000000000e-02 0.0000000000e+00 8.4566852776e+01 1.8504149856e+01 2.1476478886e+00 -7.3455919668e+01 2.5988301438e+00 5.1100000000e-01 7.0130156076e-01 0.0000000000e+00 1.3901425990e-01 1.0624357038e+01 6.4805570735e-01
9.0000000000e-02 0.0000000000e+00 8.5525025633e+01 1.8711860144e+01 2.1999262247e+00 -7.3949626950e+01 2.6634373266e+00 5.1100000000e-01 7.1989177977e-01 0.0000000000e+00 1.4407156175e-01 1.0713062591e+01 6.6334565195e-01
9.1000000000e-02 0.0000000000e+00 8.6483407098e+01 1.8921370313e+01 2.2529115023e+00 -7.4440345843e+01 2.7289779308e+00 5.1100000000e-01 7.3885260033e-01 0.0000000000e+00 1.4925643255e-01 1.0802110969e+01 6.7882753665e-01
9.2000000000e-02 0.0000000000e+00 8.7441998977e+01 1.9132686007e+01 2.3066052846e+00 -7.4928069057e+01 2.7954569579e+00 5.1100000000e-01 7.5818813612e-01 0.0000000000e+00 1.5457066344e-01 1.0891510614e+01 6.9450182926e-01
9.3000000000e-02 0.0000000000e+00 8.8400803073e+01 1.9345812015e+01 2.3610114392e+00 -7.5412788537e+01 2.8628805544e+00 5.1100000000e-01 7.7790244409e-01 0.0000000000e+00 1.6001622292e-01 1.0981269605e+01 7.1036899840e-01
9.4000000000e-02 0.0000000000e+00 8.9359821204e+01 1.9560752418e+01 2.4161311987e+00 -7.5894495373e+01 2.9312517730e+00 5.1100000000e-01 7.9799952347e-01 0.0000000000e+00 1.6559484684e-01 1.1071395785e+01 7.2642951350e-01
9.5000000000e-02 0.0000000000e+00 9.0319055184e+01 1.9777510524e+01 2.4719684437e+00 -7.6373179950e+01 3.0005790885e+00 5.1100000000e-01 8.1848331588e-01 0.0000000000e+00 1.7130857937e-01 1.1161896672e+01 7.4268384480e-01
9.6000000000e-02 0.0000000000e+00 9.1278506830e+01 1.9996088896e+01 2.5285262557e+00 -7.6848832012e+01 3.0708683131e+00 5.1100000000e-01 8.3935770368e-01 0.0000000000e+00 1.7715934685e-01 1.1252779483e+01 7.5913246341e-01
9.7000000000e-02 0.0000000000e+00 9.2238177969e+01 2.0216489477e+01 2.5858053359e+00 -7.7321440605e+01 3.1421214083e+00 5.1100000000e-01 8.6062650994e-01 0.0000000000e+00 1.8314887109e-01 1.1344051230e+01 7.7577584130e-01
9.8000000000e-02 0.0000000000e+00 9.3198070419e+01 2.0438713450e+01 2.6438108656e+00 -7.7790994221e+01 3.2143478145e+00 5.1100000000e-01 8.8229349929e-01 0.0000000000e+00 1.8927930757e-01 1.1435718559e+01 7.9261445130e-01
9.9000000000e-02 0.0000000000e+00 9.4158186006e+01 2.0662761384e+01 2.7025436982e+00 -7.8257480796e+01 3.2875506144e+00 5.1100000000e-01 9.0436237140e-01 0.0000000000e+00 1.9555243824e-01 1.1527787935e+01 8.0964876716e-01
1.0000000000e-01 0.0000000000e+00 9.5118526550e+01 2.0888633187e+01 2.7620083318e+00 -7.8720887823e+01 3.3617382551e+00 5.1100000000e-01 9.2683676867e-01 0.0000000000e+00 2.0197039638e-01 1.1620265500e+01 8.2687926352e-01
1.0100000000e-01 0.0000000000e+00 9.6079093878e+01 2.1116328201e+01 2.8222054244e+00 -7.9181202221e+01 3.4369133362e+00 5.1100000000e-01 9.4972027030e-01 0.0000000000e+00 2.0853490358e-01 1.1713157208e+01 8.4430641595e-01
1.0200000000e-01 0.0000000000e+00 9.7039889813e+01 2.1345845148e+01 2.8831393261e+00 -7.9638410608e+01 3.5130829057e+00 5.1100000000e-01 9.7301639185e-01 0.0000000000e+00 2.1524808177e-01 1.1806468757e+01 8.6193070097e-01
1.0300000000e-01 0.0000000000e+00 9.8000916175e+01 2.1577182168e+01 2.9448127567e+00 -8.0092499098e+01 3.5902548406e+00 5.1100000000e-01 9.9672858872e-01 0.0000000000e+00 2.2211197378e-01 1.1900205579e+01 8.7975259604e-01
1.0400000000e-01 0.0000000000e+00 9.8962174784e+01 2.1810336877e+01 3.0072285459e+00 -8.0543453478e+01 3.6684331888e+00 5.1100000000e-01 1.0208602516e+00 0.0000000000e+00 2.2912853966e-01 1.1994372919e+01 8.9777257960e-01
1.0500000000e-01 0.0000000000e+00 9.9923667453e+01 2.2045306302e+01 3.0703868257e+00 -8.0991259271e+01 3.7476198937e+00 5.1100000000e-01 1.0454147083e+00 0.0000000000e+00 2.3629948049e-01 1.2088975746e+01 9.1599113108e-01
