# n, x, eps, P, P_e, P_std
2.3100000000e-01 6.3967713758e-02 2.2096935544e+02 6.5415403925e+00 5.5338260519e-01 2.1808985174e+00
2.3200000000e-01 6.4127680956e-02 2.2194881180e+02 6.6088763184e+00 5.5843565696e-01 2.2173144826e+00
2.3300000000e-01 6.4286565362e-02 2.2292853567e+02 6.6762337309e+00 5.6350355861e-01 2.2542054497e+00
2.3400000000e-01 6.4444392617e-02 2.2390852552e+02 6.7435974888e+00 5.6858641971e-01 2.2915742865e+00
2.3500000000e-01 6.4601188548e-02 2.2488877972e+02 6.8109522090e+00 5.7368435888e-01 2.3294238659e+00
2.3600000000e-01 6.4756979214e-02 2.2586929656e+02 6.8782822527e+00 5.7879750434e-01 2.3677628238e+00
2.3700000000e-01 6.4911790838e-02 2.2685007424e+02 6.9455717707e+00 5.8392599330e-01 2.4065923749e+00
2.3800000000e-01 6.5065649734e-02 2.2783111090e+02 7.0128046571e+00 5.8906997114e-01 2.4459185388e+00
2.3900000000e-01 6.5218582484e-02 2.2881240456e+02 7.0799645909e+00 5.9422959368e-01 2.4857451054e+00
2.4000000000e-01 6.5370615608e-02 2.2979395320e+02 7.1470350143e+00 5.9940502326e-01 2.5260781164e+00
2.4100000000e-01 6.5521775827e-02 2.3077575471e+02 7.2139991526e+00 6.0459643194e-01 2.5669214610e+00
2.4200000000e-01 6.5672089921e-02 2.3175780687e+02 7.2808400072e+00 6.0980399997e-01 2.6082809621e+00
2.4300000000e-01 6.5821584647e-02 2.3274010741e+02 7.3475403701e+00 6.1502791476e-01 2.6501610093e+00
2.4400000000e-01 6.5970286793e-02 2.3372265397e+02 7.4140828224e+00 6.2026837158e-01 2.6925661616e+00
2.4500000000e-01 6.6118223215e-02 2.3470544411e+02 7.4804497335e+00 6.2552557411e-01 2.7355028360e+00
2.4600000000e-01 6.6265420673e-02 2.3568847532e+02 7.5466232753e+00 6.3079973240e-01 2.7789739231e+00
2.4700000000e-01 6.6411905919e-02 2.3667174500e+02 7.6125854189e+00 6.3609106406e-01 2.8229844115e+00
2.4800000000e-01 6.6557705634e-02 2.3765525048e+02 7.6783179420e+00 6.4139979337e-01 2.8675426810e+00
2.4900000000e-01 6.6702846454e-02 2.3863898900e+02 7.7438024388e+00 6.4672615173e-01 2.9126501999e+00
2.5000000000e-01 6.6847354873e-02 2.3962295774e+02 7.8090203128e+00 6.5207037638e-01 2.9583153702e+00
2.5100000000e-01 6.6991257286e-02 2.4060715381e+02 7.8739527908e+00 6.5743271096e-01 3.0045382240e+00
2.5200000000e-01 6.7134579946e-02 2.4159157423e+02 7.9385809205e+00 6.6281340493e-01 3.0513294419e+00
2.5300000000e-01 6.7277348971e-02 2.4257621594e+02 8.0028855927e+00 6.6821271365e-01 3.0986918147e+00
2.5400000000e-01 6.7419590318e-02 2.4356107582e+02 8.0668475175e+00 6.7363089802e-01 3.1466323370e+00
2.5500000000e-01 6.7561329696e-02 2.4454615069e+02 8.1304472574e+00 6.7906822330e-01 3.1951547848e+00
2.5600000000e-01 6.7702592727e-02 2.4553143726e+02 8.1936652128e+00 6.8452496120e-01 3.2442621333e+00
2.5700000000e-01 6.7843404703e-02 2.4651693221e+02 8.2564816356e+00 6.9000138663e-01 3.2939630213e+00
2.5800000000e-01 6.7983790774e-02 2.4750263213e+02 8.3188766399e+00 6.9549778011e-01 3.3442648088e+00
2.5900000000e-01 6.8123775756e-02 2.4848853353e+02 8.3808301941e+00 7.0101442519e-01 3.3951683961e+00
2.6000000000e-01 6.8263384322e-02 2.4947463289e+02 8.4423221359e+00 7.0655161090e-01 3.4466811601e+00
2.6100000000e-01 6.8402640747e-02 2.5046092657e+02 8.5033321753e+00 7.1210962829e-01 3.4988095184e+00
2.6200000000e-01 6.8541569136e-02 2.5144741092e+02 8.5638398964e+00 7.1768877343e-01 3.5515586033e+00
2.6300000000e-01 6.8680193245e-02 2.5243408217e+02 8.6238247720e+00 7.2328934488e-01 3.6049359859e+00
2.6400000000e-01 6.8818536484e-02 2.5342093653e+02 8.6832661619e+00 7.2891164365e-01 3.6589434148e+00
2.6500000000e-01 6.8956622041e-02 2.5440797012e+02 8.7421433176e+00 7.3455597478e-01 3.7135881545e+00
2.6600000000e-01 6.9094472694e-02 2.5539517901e+02 8.8004353892e+00 7.4022264475e-01 3.7688771563e+00
2.6700000000e-01 6.9232110878e-02 2.5638255920e+02 8.8581214395e+00 7.4591196214e-01 3.8248134892e+00
2.6800000000e-01 6.9369558762e-02 2.5737010664e+02 8.9151804377e+00 7.5162423879e-01 3.8814096382e+00
2.6900000000e-01 6.9506838103e-02 2.5835781721e+02 8.9715912710e+00 7.5735978748e-01 3.9386615516e+00
2.7000000000e-01 6.9643970248e-02 2.5934568673e+02 9.0273327514e+00 7.6311892196e-01 3.9965846552e+00
2.7100000000e-01 6.9780976266e-02 2.6033371099e+02 9.0823836184e+00 7.6890195860e-01 4.0551799428e+00
2.7200000000e-01 6.9917876791e-02 2.6132188567e+02 9.1367225457e+00 7.7470921413e-01 4.1144524724e+00
2.7300000000e-01 7.0054692068e-02 2.6231020646e+02 9.1903281543e+00 7.8054100611e-01 4.1744125079e+00
2.7400000000e-01 7.0191441959e-02 2.6329866893e+02 9.2431790007e+00 7.8639765292e-01 4.2350615525e+00
2.7500000000e-01 7.0328145934e-02 2.6428726865e+02 9.2952536095e+00 7.9227947348e-01 4.2964102141e+00
2.7600000000e-01 7.0464823037e-02 2.6527600112e+02 9.3465304542e+00 7.9818678661e-01 4.3584635868e+00
2.7700000000e-01 7.0601491939e-02 2.6626486177e+02 9.3969879708e+00 8.0411991170e-01 4.4212272603e+00
2.7800000000e-01 7.0738170847e-02 2.6725384600e+02 9.4466045791e+00 8.1007916720e-01 4.4847040686e+00
2.7900000000e-01 7.0874877587e-02 2.6824294916e+02 9.4953586712e+00 8.1606487172e-01 4.5489085592e+00
2.8000000000e-01 7.1011629574e-02 2.6923216654e+02 9.5432286116e+00 8.2207734347e-01 4.6138378924e+00
2.8100000000e-01 7.1148443763e-02 2.7022149340e+02 9.5901927748e+00 8.2811689932e-01 4.6795053337e+00
2.8200000000e-01 7.1285336710e-02 2.7121092493e+02 9.6362295163e+00 8.3418385562e-01 4.7459145632e+00
2.8300000000e-01 7.1422324527e-02 2.7220045631e+02 9.6813171957e+00 8.4027852729e-01 4.8130686173e+00
2.8400000000e-01 7.1559422947e-02 2.7319008265e+02 9.7254341937e+00 8.4640122884e-01 4.8809845313e+00
2.8500000000e-01 7.1696647140e-02 2.7417979900e+02 9.7685588927e+00 8.5255227111e-01 4.9496585255e+00
2.8600000000e-01 7.1834012011e-02 2.7516960042e+02 9.8106697001e+00 8.5873196601e-01 5.0191052127e+00
2.8700000000e-01 7.1971531925e-02 2.7615948189e+02 9.8517450486e+00 8.6494062189e-01 5.0893242444e+00
2.8800000000e-01 7.2109220862e-02 2.7714943837e+02 9.8917634067e+00 8.7117854589e-01 5.1603234157e+00
2.8900000000e-01 7.2247092356e-02 2.7813946476e+02 9.9307032874e+00 8.7744604285e-01 5.2321157376e+00
2.9000000000e-01 7.2385159474e-02 2.7912955593e+02 9.9685432421e+00 8.8374341469e-01 5.3047041397e+00
2.9100000000e-01 7.2523434923e-02 2.8011970673e+02 1.0005261882e+01 8.9007096213e-01 5.3780951392e+00
2.9200000000e-01 7.2661930945e-02 2.8110991196e+02 1.0040837864e+01 8.9642898272e-01 5.4522929823e+00
2.9300000000e-01 7.2800659349e-02 2.8210016639e+02 1.0075249928e+01 9.0281777125e-01 5.5273168975e+00
2.9400000000e-01 7.2939631526e-02 2.8309046474e+02 1.0108476868e+01 9.0923761982e-01 5.6031551953e+00
2.9500000000e-01 7.3078858460e-02 2.8408080173e+02 1.0140497571e+01 9.1568881785e-01 5.6798280959e+00
2.9600000000e-01 7.3218350694e-02 2.8507117203e+02 1.0171290993e+01 9.2217165139e-01 5.7573476887e+00
2.9700000000e-01 7.3358118350e-02 2.8606157028e+02 1.0200836188e+01 9.2868640326e-01 5.8356993772e+00
2.9800000000e-01 7.3498171182e-02 2.8705199109e+02 1.0229112307e+01 9.3523335381e-01 5.9149164242e+00
2.9900000000e-01 7.3638518479e-02 2.8804242903e+02 1.0256098600e+01 9.4181277910e-01 5.9949901077e+00
3.0000000000e-01 7.3779169124e-02 2.8903287867e+02 1.0281774420e+01 9.4842495173e-01 6.0759302673e+00
3.0100000000e-01 7.3920131666e-02 2.9002333455e+02 1.0306119247e+01 9.5507014193e-01 6.1577474006e+00
3.0200000000e-01 7.4061414164e-02 2.9101379115e+02 1.0329112674e+01 9.6174861476e-01 6.2404461533e+00
3.0300000000e-01 7.4203024356e-02 2.9200424297e+02 1.0350734415e+01 9.6846063277e-01 6.3240399651e+00
3.0400000000e-01 7.4344969538e-02 2.9299468446e+02 1.0370964331e+01 9.7520645386e-01 6.4085308920e+00
3.0500000000e-01 7.4487256656e-02 2.9398511006e+02 1.0389782407e+01 9.8198633262e-01 6.4939284820e+00
3.0600000000e-01 7.4629892266e-02 2.9497551418e+02 1.0407168778e+01 9.8880051959e-01 6.5802383850e+00
3.0700000000e-01 7.4772882517e-02 2.9596589121e+02 1.0423103732e+01 9.9564926070e-01 6.6674747154e+00
3.0800000000e-01 7.4916233227e-02 2.9695623553e+02 1.0437567718e+01 1.0025327985e+00 6.7556317525e+00
3.0900000000e-01 7.5059949855e-02 2.9794654150e+02 1.0450541330e+01 1.0094513715e+00 6.8447281772e+00
3.1000000000e-01 7.5204037470e-02 2.9893680345e+02 1.0462005345e+01 1.0164052135e+00 6.9347816955e+00
3.1100000000e-01 7.5348500784e-02 2.9992701571e+02 1.0471940708e+01 1.0233945541e+00 7.0257820568e+00
3.1200000000e-01 7.5493344169e-02 3.0091717259e+02 1.0480328548e+01 1.0304196187e+00 7.1177391795e+00
3.1300000000e-01 7.5638571680e-02 3.0190726838e+02 1.0487150178e+01 1.0374806287e+00 7.2106769604e+00
3.1400000000e-01 7.5784186983e-02 3.0289729736e+02 1.0492387093e+01 1.0445778005e+00 7.3045871254e+00
3.1500000000e-01 7.5930193466e-02 3.0388725379e+02 1.0496020992e+01 1.0517113468e+00 7.3994880552e+00
3.1600000000e-01 7.6076594139e-02 3.0487713194e+02 1.0498033786e+01 1.0588814750e+00 7.4953822143e+00
3.1700000000e-01 7.6223391729e-02 3.0586692605e+02 1.0498407565e+01 1.0660883888e+00 7.5922733762e+00
3.1800000000e-01 7.6370588638e-02 3.0685663037e+02 1.0497124663e+01 1.0733322871e+00 7.6901809069e+00
3.1900000000e-01 7.6518186949e-02 3.0784623911e+02 1.0494167615e+01 1.0806133639e+00 7.7891144308e+00
3.2000000000e-01 7.6666188460e-02 3.0883574649e+02 1.0489519172e+01 1.0879318094e+00 7.8890725437e+00
