# n,  x, eps, mun, mun_std, mup, mup_std,  mue, P, P_e, P_std, E, E_std
1.0300000000e-01 3.3111653258e-02 9.7620188992e+01 1.8336782062e+01 1.4969391864e+00 -7.2772197514e+01 1.6006048321e+00 9.1890979574e+01 7.2855758269e-01 7.8344919288e-02 1.1439636914e-01 8.2466385326e+00 4.0242814352e-01
1.0400000000e-01 3.3382497166e-02 9.8572510174e+01 1.8534200453e+01 1.5334465493e+00 -7.3121860160e+01 1.6400711064e+00 9.2438060616e+01 7.4710801101e-01 8.0227468576e-02 1.1836407439e-01 8.2907613944e+00 4.1193216385e-01
1.0500000000e-01 3.3653946771e-02 9.9524939899e+01 1.8733699536e+01 1.5705051189e+00 -7.3468351187e+01 1.6801496043e+00 9.2984050721e+01 7.6604341885e-01 8.2139886997e-02 1.2243143055e-01 8.3350850202e+00 4.2157030269e-01
1.0600000000e-01 3.3925998904e-02 1.0047747951e+02 1.8935271385e+01 1.6081198400e+00 -7.3811692011e+01 1.7208466372e+00 9.3528963394e+01 7.8536689054e-01 8.4082418552e-02 1.2660020827e-01 8.3796163976e+00 4.3134330357e-01
1.0700000000e-01 3.4198648598e-02 1.0143013036e+02 1.9138907051e+01 1.6462946143e+00 -7.4151903075e+01 1.7621667263e+00 9.4072810125e+01 8.0508137763e-01 8.6055301244e-02 1.3087202598e-01 8.4243623938e+00 4.4125191294e-01
1.0800000000e-01 3.4471888938e-02 1.0238289381e+02 1.9344596538e+01 1.6850328827e+00 -7.4489003743e+01 1.8041137062e+00 9.4615600282e+01 8.2518970395e-01 8.8058766099e-02 1.3524846514e-01 8.4693296833e+00 4.5129688043e-01
1.0900000000e-01 3.4745711282e-02 1.0333577125e+02 1.9552328913e+01 1.7243396949e+00 -7.4823012432e+01 1.8466943299e+00 9.5157341345e+01 8.4569456289e-01 9.0093037414e-02 1.3973134668e-01 8.5145248362e+00 4.6147895891e-01
1.1000000000e-01 3.5020105159e-02 1.0428876405e+02 1.9762092285e+01 1.7642163010e+00 -7.5153946558e+01 1.8899094869e+00 9.5698038845e+01 8.6659852755e-01 9.2158331940e-02 1.4432203149e-01 8.5599541915e+00 4.7179890471e-01
1.1100000000e-01 3.5295058405e-02 1.0524187362e+02 1.9973874030e+01 1.8046698109e+00 -7.5481822483e+01 1.9337686629e+00 9.6237696512e+01 8.8790405200e-01 9.4254858859e-02 1.4902259182e-01 8.6056240432e+00 4.8225747769e-01
1.1200000000e-01 3.5570557156e-02 1.0619510135e+02 2.0187660749e+01 1.8457022990e+00 -7.5806655550e+01 1.9782735177e+00 9.6776316300e+01 9.0961347695e-01 9.6382819286e-02 1.5383448355e-01 8.6515405333e+00 4.9285544144e-01
1.1300000000e-01 3.5846585949e-02 1.0714844868e+02 2.0403438387e+01 1.8873188834e+00 -7.6128460115e+01 2.0234307969e+00 9.7313898501e+01 9.3172903952e-01 9.8542406150e-02 1.5875959100e-01 8.6977096603e+00 5.0359356337e-01
1.1400000000e-01 3.6123127688e-02 1.0810191703e+02 2.0621192268e+01 1.9295217363e+00 -7.6447249472e+01 2.0692429344e+00 9.7850441741e+01 9.5425287198e-01 1.0073380361e-01 1.6379943294e-01 8.7441373244e+00 5.1447261488e-01
1.1500000000e-01 3.6400163775e-02 1.0905550785e+02 2.0840907195e+01 1.9723177992e+00 -7.6763035932e+01 2.1157187557e+00 9.8385943127e+01 9.7718700975e-01 1.0295718708e-01 1.6895611861e-01 8.7908293342e+00 5.2549337147e-01
1.1600000000e-01 3.6677674098e-02 1.1000922259e+02 2.1062567447e+01 2.0157086250e+00 -7.7075830802e+01 2.1628596053e+00 9.8920398248e+01 1.0005333945e+00 1.0521272269e-01 1.7423109049e-01 8.8377913756e+00 5.3665661289e-01
1.1700000000e-01 3.6955637146e-02 1.1096306271e+02 2.1286156909e+01 2.0596994351e+00 -7.7385644405e+01 2.2106724731e+00 9.9453801312e+01 1.0242938832e+00 1.0750056729e-01 1.7962630483e-01 8.8850290486e+00 5.4796312321e-01
1.1800000000e-01 3.7234029996e-02 1.1191702971e+02 2.1511659128e+01 2.1042954376e+00 -7.7692486020e+01 2.2591633074e+00 9.9986145148e+01 1.0484702501e+00 1.0982086798e-01 1.8514366622e-01 8.9325479094e+00 5.5941369100e-01
1.1900000000e-01 3.7512828384e-02 1.1287112506e+02 2.1739057293e+01 2.1494992014e+00 -7.7996363997e+01 2.3083354716e+00 1.0051742129e+02 1.0730641964e+00 1.1217376191e-01 1.9078485773e-01 8.9803533621e+00 5.7100910942e-01
1.2000000000e-01 3.7792006786e-02 1.1382535029e+02 2.1968334362e+01 2.1953145269e+00 -7.8297285708e+01 2.3581934839e+00 1.0104762007e+02 1.0980773477e+00 1.1455937617e-01 1.9655162639e-01 9.0284508038e+00 5.8275017632e-01
1.2100000000e-01 3.8071538477e-02 1.1477970690e+02 2.2199473095e+01 2.2417450537e+00 -7.8595257593e+01 2.4087419859e+00 1.0157673069e+02 1.1235112675e+00 1.1697782765e-01 2.0244580023e-01 9.0768455409e+00 5.9463769436e-01
1.2200000000e-01 3.8351395532e-02 1.1573419644e+02 2.2432456030e+01 2.2887989294e+00 -7.8890285192e+01 2.4599911877e+00 1.0210474122e+02 1.1493674524e+00 1.1942922258e-01 2.0846971122e-01 9.1255428133e+00 6.0667247111e-01
1.2300000000e-01 3.8631548926e-02 1.1668882046e+02 2.2667265638e+01 2.3364775041e+00 -7.9182373106e+01 2.5119425251e+00 1.0263163874e+02 1.1756473471e+00 1.2191365659e-01 2.1462489401e-01 9.1745478221e+00 6.1885531916e-01
1.2400000000e-01 3.8911968560e-02 1.1764358051e+02 2.2903884304e+01 2.3847838518e+00 -7.9471525043e+01 2.5645997837e+00 1.0315740935e+02 1.2023523457e+00 1.2443121438e-01 2.2091310836e-01 9.2238657092e+00 6.3118705621e-01
1.2500000000e-01 3.9192623355e-02 1.1859847819e+02 2.3142294344e+01 2.4337249049e+00 -7.9757743907e+01 2.6179714039e+00 1.0368203825e+02 1.2294837877e+00 1.2698196979e-01 2.2733662158e-01 9.2735015992e+00 6.4366850513e-01
1.2600000000e-01 3.9473481276e-02 1.1955351508e+02 2.3382478078e+01 2.4833036814e+00 -8.0041031742e+01 2.6720617926e+00 1.0420550982e+02 1.2570429791e+00 1.2956598547e-01 2.3389718118e-01 9.3234605192e+00 6.5630049410e-01
1.2700000000e-01 3.9754509427e-02 1.2050869281e+02 2.3624417859e+01 2.5335237894e+00 -8.0321389824e+01 2.7268749916e+00 1.0472780768e+02 1.2850311794e+00 1.3218331303e-01 2.4059671505e-01 9.3737475241e+00 6.6908385663e-01
1.2800000000e-01 4.0035674027e-02 1.2146401299e+02 2.3868096064e+01 2.5843923275e+00 -8.0598818620e+01 2.7824193090e+00 1.0524891468e+02 1.3134496156e+00 1.3483399250e-01 2.4743745851e-01 9.4243675988e+00 6.8201943171e-01
1.2900000000e-01 4.0316940550e-02 1.2241947727e+02 2.4113495177e+01 2.6359106892e+00 -8.0873317883e+01 2.8386977670e+00 1.0576881306e+02 1.3422994830e+00 1.3751805268e-01 2.5442110380e-01 9.4753257273e+00 6.9510806381e-01
1.3000000000e-01 4.0598273767e-02 1.2337508732e+02 2.4360597724e+01 2.6880844141e+00 -8.1144886727e+01 2.8957166758e+00 1.0628748445e+02 1.3715819466e+00 1.4023551100e-01 2.6154978232e-01 9.5266268244e+00 7.0835060297e-01
1.3100000000e-01 4.0879637745e-02 1.2433084482e+02 2.4609386441e+01 2.7409184921e+00 -8.1413523489e+01 2.9534820282e+00 1.0680490993e+02 1.4012981520e+00 1.4298637320e-01 2.6882562025e-01 9.5782758329e+00 7.2174790492e-01
1.3200000000e-01 4.1160995985e-02 1.2528675146e+02 2.4859844122e+01 2.7944170279e+00 -8.1679225977e+01 3.0119987081e+00 1.0732107010e+02 1.4314492147e+00 1.4577063370e-01 2.7625053693e-01 9.6302776534e+00 7.3530083101e-01
1.3300000000e-01 4.1442311408e-02 1.2624280895e+02 2.5111953775e+01 2.8485848162e+00 -8.1941991337e+01 3.0712737785e+00 1.0783594511e+02 1.4620362382e+00 1.4858827526e-01 2.8382674601e-01 9.6826371739e+00 7.4901024842e-01
1.3400000000e-01 4.1723546436e-02 1.2719901903e+02 2.5365698525e+01 2.9034235639e+00 -8.2201816223e+01 3.1313081753e+00 1.0834951475e+02 1.4930603042e+00 1.5143926910e-01 2.9155585705e-01 9.7353592529e+00 7.6287703009e-01
1.3500000000e-01 4.2004663088e-02 1.2815538346e+02 2.5621061699e+01 2.9589450155e+00 -8.2458696777e+01 3.1921184513e+00 1.0886175848e+02 1.5245224797e+00 1.5432357510e-01 2.9944100710e-01 9.7884487492e+00 7.7690205479e-01
1.3600000000e-01 4.2285622940e-02 1.2911190399e+02 2.5878026806e+01 3.0151456700e+00 -8.2712628641e+01 3.2536978739e+00 1.0937265545e+02 1.5564238187e+00 1.5724114140e-01 3.0748321678e-01 9.8419105102e+00 7.9108620723e-01
1.3700000000e-01 4.2566387261e-02 1.3006858241e+02 2.6136577561e+01 3.0720342691e+00 -8.2963607036e+01 3.3160594057e+00 1.0988218460e+02 1.5887653640e+00 1.6019190488e-01 3.1568518914e-01 9.8957493784e+00 8.0543037799e-01
1.3800000000e-01 4.2846917053e-02 1.3102542054e+02 2.6396697831e+01 3.1296146632e+00 -8.3211626860e+01 3.3792082584e+00 1.1039032469e+02 1.6215481438e+00 1.6317579108e-01 3.2404899511e-01 9.9499701666e+00 8.1993546361e-01
1.3900000000e-01 4.3127173069e-02 1.3198242018e+02 2.6658371716e+01 3.1878911359e+00 -8.3456682628e+01 3.4431480605e+00 1.1089705435e+02 1.6547731836e+00 1.6619271420e-01 3.3257676604e-01 1.0004577662e+01 8.3460236660e-01
1.4000000000e-01 4.3407115901e-02 1.3293958318e+02 2.6921583498e+01 3.2468711408e+00 -8.3698768598e+01 3.5078885846e+00 1.1140235209e+02 1.6884414924e+00 1.6924257733e-01 3.4127100356e-01 1.0059576679e+01 8.4943199548e-01
1.4100000000e-01 4.3686705996e-02 1.3389691140e+02 2.7186317658e+01 3.3065550498e+00 -8.3937878736e+01 3.5734322451e+00 1.1190619640e+02 1.7225540720e+00 1.7232527240e-01 3.5013346498e-01 1.0114972015e+01 8.6442526479e-01
1.4200000000e-01 4.3965903749e-02 1.3485440671e+02 2.7452558835e+01 3.3669513586e+00 -8.4174006896e+01 3.6397875566e+00 1.1240856573e+02 1.7571119166e+00 1.7544068053e-01 3.5916679350e-01 1.0170768408e+01 8.7958309505e-01
1.4300000000e-01 4.4244669519e-02 1.3581207101e+02 2.7720291881e+01 3.4280617414e+00 -8.4407146718e+01 3.7069589551e+00 1.1290943860e+02 1.7921160052e+00 1.7858867198e-01 3.6837286757e-01 1.0226970660e+01 8.9490641285e-01
1.4400000000e-01 4.4522963710e-02 1.3676990620e+02 2.7989501793e+01 3.4898931708e+00 -8.4637291804e+01 3.7749532993e+00 1.1340879360e+02 1.8275673184e+00 1.8176910653e-01 3.7775423167e-01 1.0283583438e+01 9.1039615079e-01
1.4500000000e-01 4.4800746740e-02 1.3772791420e+02 2.8260173764e+01 3.5524512097e+00 -8.4864435614e+01 3.8437793988e+00 1.1390660938e+02 1.8634668119e+00 1.8498183317e-01 3.8731344346e-01 1.0340611535e+01 9.2605324755e-01
1.4600000000e-01 4.5077979208e-02 1.3868609697e+02 2.8532293094e+01 3.6157361233e+00 -8.5088571705e+01 3.9134365524e+00 1.1440286480e+02 1.8998154358e+00 1.8822669097e-01 3.9705199094e-01 1.0398059621e+01 9.4187864780e-01
1.4700000000e-01 4.5354621850e-02 1.3964445646e+02 2.8805845242e+01 3.6797590116e+00 -8.5309693637e+01 3.9839394307e+00 1.1489753888e+02 1.9366141266e+00 1.9150350878e-01 4.0697311434e-01 1.0455932370e+01 9.5787330222e-01
1.4800000000e-01 4.5630635650e-02 1.4060299463e+02 2.9080815765e+01 3.7445202864e+00 -8.5527795112e+01 4.0552890793e+00 1.1539061088e+02 1.9738638007e+00 1.9481210583e-01 4.1707868699e-01 1.0514234428e+01 9.7403816750e-01
1.4900000000e-01 4.5905981763e-02 1.4156171349e+02 2.9357190393e+01 3.8100266257e+00 -8.5742869856e+01 4.1274940236e+00 1.1588206025e+02 2.0115653624e+00 1.9815229126e-01 4.2737120337e-01 1.0572970452e+01 9.9037420638e-01
1.5000000000e-01 4.6180621716e-02 1.4252061502e+02 2.9634954871e+01 3.8762851809e+00 -8.5954911913e+01 4.2005633732e+00 1.1637186678e+02 2.0497196933e+00 2.0152386525e-01 4.3785345176e-01 1.0632145003e+01 1.0068823875e+00
1.5100000000e-01 4.6454517340e-02 1.4347970124e+02 2.9914095036e+01 3.9432957721e+00 -8.6163915521e+01 4.2744958673e+00 1.1686001056e+02 2.0883276482e+00 2.0492661866e-01 4.4852706736e-01 1.0691762656e+01 1.0235636855e+00
1.5200000000e-01 4.6727630879e-02 1.4443897418e+02 3.0194596788e+01 4.0110669863e+00 -8.6369875230e+01 4.3493051261e+00 1.1734647202e+02 2.1273900631e+00 2.0836033370e-01 4.5939496443e-01 1.0751827909e+01 1.0404190809e+00
1.5300000000e-01 4.6999924943e-02 1.4539843588e+02 3.0476446045e+01 4.0796028205e+00 -8.6572785890e+01 4.4249947665e+00 1.1783123194e+02 2.1669077369e+00 2.1182478363e-01 4.7045959245e-01 1.0812345263e+01 1.0574495601e+00
1.5400000000e-01 4.7271362639e-02 1.4635808838e+02 3.0759628812e+01 4.1489101661e+00 -8.6772642706e+01 4.5015739801e+00 1.1831427152e+02 2.2068814494e+00 2.1531973372e-01 4.8172367835e-01 1.0873319162e+01 1.0746561154e+00
1.5500000000e-01 4.7541907560e-02 1.4731793375e+02 3.1044130910e+01 4.2189923518e+00 -8.6969441459e+01 4.5790476015e+00 1.1879557237e+02 2.2473119271e+00 2.1884494114e-01 4.9318930104e-01 1.0934753935e+01 1.0920397448e+00
1.5600000000e-01 4.7811523828e-02 1.4827797405e+02 3.1329938331e+01 4.2898520420e+00 -8.7163178215e+01 4.6574193485e+00 1.1927511655e+02 2.2881998745e+00 2.2240015535e-01 5.0485886796e-01 1.0996653952e+01 1.1096014523e+00
1.5700000000e-01 4.8080176124e-02 1.4923821136e+02 3.1617036866e+01 4.3615009417e+00 -8.7353849710e+01 4.7367034498e+00 1.1975288658e+02 2.3295459388e+00 2.2598511841e-01 5.1673574683e-01 1.1059023465e+01 1.1273422474e+00
1.5800000000e-01 4.8347829722e-02 1.5019864776e+02 3.1905412293e+01 4.4339364190e+00 -8.7541453170e+01 4.8168986990e+00 1.2022886546e+02 2.3713507286e+00 2.2959956528e-01 5.2882139923e-01 1.1121866666e+01 1.1452631455e+00
1.5900000000e-01 4.8614450549e-02 1.5115928535e+02 3.2195050310e+01 4.5071730812e+00 -8.7725986423e+01 4.8980222868e+00 1.2070303673e+02 2.4136147993e+00 2.3324322432e-01 5.4111977424e-01 1.1185187709e+01 1.1633651674e+00
1.6000000000e-01 4.8880005193e-02 1.5212012621e+02 3.2485936414e+01 4.5812074980e+00 -8.7907448033e+01 4.9800703435e+00 1.2117538445e+02 2.4563386444e+00 2.3691581753e-01 5.5363235093e-01 1.1248990629e+01 1.1816493396e+00
1.6100000000e-01 4.9144460899e-02 1.5308117244e+02 3.2778056036e+01 4.6560502455e+00 -8.8085837152e+01 5.0630578175e+00 1.2164589319e+02 2.4995227009e+00 2.4061706063e-01 5.6636232849e-01 1.1313279443e+01 1.2001166942e+00
1.6200000000e-01 4.9407785668e-02 1.5404242615e+02 3.3071394372e+01 4.7317036807e+00 -8.8261153754e+01 5.1469877275e+00 1.2211454812e+02 2.5431673411e+00 2.4434666387e-01 5.7931212328e-01 1.1378058005e+01 1.2187682687e+00
1.6300000000e-01 4.9669948249e-02 1.5500388943e+02 3.3365936482e+01 4.8081729909e+00 -8.8433398516e+01 5.2318655269e+00 1.2258133500e+02 2.5872728644e+00 2.4810433223e-01 5.9248437827e-01 1.1443330157e+01 1.2376051060e+00
1.6400000000e-01 4.9930918153e-02 1.5596556438e+02 3.3661667125e+01 4.8854661886e+00 -8.8602573029e+01 5.3177030109e+00 1.2304624016e+02 2.6318394882e+00 2.5188976562e-01 6.0588205632e-01 1.1509099600e+01 1.2566282543e+00
1.6500000000e-01 5.0190665670e-02 1.5692745311e+02 3.3958570869e+01 4.9635899030e+00 -8.8768679650e+01 5.4045101746e+00 1.2350925052e+02 2.6768673606e+00 2.5570265926e-01 6.1950835209e-01 1.1575369921e+01 1.2758387674e+00
1.6600000000e-01 5.0449161966e-02 1.5788955771e+02 3.4256632050e+01 5.0425441700e+00 -8.8931721634e+01 5.4922852347e+00 1.2397035368e+02 2.7223565370e+00 2.5954270453e-01 6.3336490132e-01 1.1642144668e+01 1.2952377038e+00
1.6700000000e-01 5.0706378976e-02 1.5885188027e+02 3.4555834643e+01 5.1223346327e+00 -8.9091703174e+01 5.5810374674e+00 1.2442953781e+02 2.7683069781e+00 2.6340958846e-01 6.4745460601e-01 1.1709427239e+01 1.3148261277e+00
1.6800000000e-01 5.0962289620e-02 1.5981442288e+02 3.4856162329e+01 5.2029733880e+00 -8.9248629485e+01 5.6707823939e+00 1.2488679181e+02 2.8147185506e+00 2.6730299549e-01 6.6178148186e-01 1.1777220898e+01 1.3346051081e+00
1.6900000000e-01 5.1216867569e-02 1.6077718761e+02 3.5157598452e+01 5.2844608193e+00 -8.9402506688e+01 5.7615207133e+00 1.2534210514e+02 2.8615910172e+00 2.7122260606e-01 6.7634731963e-01 1.1845528816e+01 1.3545757191e+00
1.7000000000e-01 5.1470087468e-02 1.6174017654e+02 3.5460125988e+01 5.3668038885e+00 -8.9553341973e+01 5.8532609612e+00 1.2579546796e+02 2.9089240339e+00 2.7516809847e-01 6.9115535076e-01 1.1914354011e+01 1.3747390397e+00
1.7100000000e-01 5.1721924904e-02 1.6270339173e+02 3.5763727569e+01 5.4500082037e+00 -8.9701143564e+01 5.9460129354e+00 1.2624687113e+02 2.9567171402e+00 2.7913914889e-01 7.0620841385e-01 1.1983699416e+01 1.3950961538e+00
1.7200000000e-01 5.1972356354e-02 1.6366683521e+02 3.6068385339e+01 5.5340768926e+00 -8.9845920827e+01 6.0397790795e+00 1.2669630617e+02 3.0049697551e+00 2.8313543130e-01 7.2150887662e-01 1.2053567759e+01 1.4156481503e+00
1.7300000000e-01 5.2221359284e-02 1.6463050903e+02 3.6374081112e+01 5.6190175328e+00 -8.9987684156e+01 6.1345710682e+00 1.2714376527e+02 3.0536811751e+00 2.8715661846e-01 7.3706015194e-01 1.2123961696e+01 1.4363961226e+00
1.7400000000e-01 5.2468912099e-02 1.6559441520e+02 3.6680796198e+01 5.7048387326e+00 -9.0126445132e+01 6.2303985480e+00 1.2758924133e+02 3.1028505658e+00 2.9120238187e-01 7.5286562984e-01 1.2194883683e+01 1.4573411690e+00
1.7500000000e-01 5.2714994202e-02 1.6655855573e+02 3.6988511449e+01 5.7915404248e+00 -9.0262216497e+01 6.3272639118e+00 1.2803272795e+02 3.1524769454e+00 2.9527239251e-01 7.6892729979e-01 1.2266336089e+01 1.4784843921e+00
1.7600000000e-01 5.2959585983e-02 1.6752293259e+02 3.7297207208e+01 5.8791331865e+00 -9.0395012202e+01 6.4251802964e+00 1.2847421941e+02 3.2025592043e+00 2.9936632106e-01 7.8524905656e-01 1.2338321020e+01 1.4998268994e+00
1.7700000000e-01 5.3202668832e-02 1.6848754776e+02 3.7606863376e+01 5.9676184361e+00 -9.0524847345e+01 6.5241509201e+00 1.2891371072e+02 3.2530960756e+00 3.0348383829e-01 8.0183309370e-01 1.2410840530e+01 1.5213698026e+00
1.7800000000e-01 5.3444225166e-02 1.6945240315e+02 3.7917459205e+01 6.0570042209e+00 -9.0651738390e+01 6.6241863302e+00 1.2935119760e+02 3.3040861385e+00 3.0762461565e-01 8.1868288193e-01 1.2483896383e+01 1.5431142178e+00
1.7900000000e-01 5.3684238377e-02 1.7041750071e+02 3.8228973560e+01 6.1472972099e+00 -9.0775702872e+01 6.7252941239e+00 1.2978667643e+02 3.3555278164e+00 3.1178832519e-01 8.3580153077e-01 1.2557490304e+01 1.5650612655e+00
1.8000000000e-01 5.3922692934e-02 1.7138284231e+02 3.8541384615e+01 6.2384999453e+00 -9.0896759754e+01 6.8274794110e+00 1.3022014437e+02 3.4074193608e+00 3.1597464063e-01 8.5319167260e-01 1.2631623742e+01 1.5872120704e+00
1.8100000000e-01 5.4159574306e-02 1.7234842982e+02 3.8854670069e+01 6.3306213077e+00 -9.1014929168e+01 6.9307544796e+00 1.3065159924e+02 3.4597588594e+00 3.2018323718e-01 8.7085707573e-01 1.2706298028e+01 1.6095677614e+00
1.8200000000e-01 5.4394868970e-02 1.7331426507e+02 3.9168806945e+01 6.4236675074e+00 -9.1130232613e+01 7.0351276031e+00 1.3108103956e+02 3.5125442201e+00 3.2441379187e-01 8.8880069467e-01 1.2781514244e+01 1.6321294715e+00
1.8300000000e-01 5.4628564534e-02 1.7428034987e+02 3.9483771757e+01 6.5176402960e+00 -9.1242692887e+01 7.1406019030e+00 1.3150846464e+02 3.5657731721e+00 3.2866598499e-01 9.0702526698e-01 1.2857273346e+01 1.6548983376e+00
1.8400000000e-01 5.4860649525e-02 1.7524668599e+02 3.9799540286e+01 6.6125508833e+00 -9.1352334107e+01 7.2471912370e+00 1.3193387439e+02 3.6194432496e+00 3.3293949863e-01 9.2553452078e-01 1.2933576044e+01 1.6778755007e+00
1.8500000000e-01 5.5091113626e-02 1.7621327516e+02 4.0116087772e+01 6.7083995375e+00 -9.1459181752e+01 7.3548975485e+00 1.3235726953e+02 3.6735518029e+00 3.3723401904e-01 9.4433102482e-01 1.3010422876e+01 1.7010621057e+00
1.8600000000e-01 5.5319947478e-02 1.7718011910e+02 4.0433388772e+01 6.8051993935e+00 -9.1563262617e+01 7.4637389216e+00 1.3277865139e+02 3.7280959846e+00 3.4154923535e-01 9.6341906058e-01 1.3087814151e+01 1.7244593012e+00
1.8700000000e-01 5.5547142783e-02 1.7814721945e+02 4.0751417221e+01 6.9029528397e+00 -9.1664604815e+01 7.5737172761e+00 1.3319802204e+02 3.7830727424e+00 3.4588484076e-01 9.8280144573e-01 1.3165750017e+01 1.7480682397e+00
1.8800000000e-01 5.5772692340e-02 1.7911457785e+02 4.1070146325e+01 7.0016610543e+00 -9.1763237956e+01 7.6848367762e+00 1.3361538428e+02 3.8384788164e+00 3.5024053325e-01 1.0024803974e+00 1.3244230338e+01 1.7718900771e+00
1.8900000000e-01 5.5996589909e-02 1.8008219589e+02 4.1389548678e+01 7.1013325138e+00 -9.1859192876e+01 7.7971082440e+00 1.3403074155e+02 3.8943107340e+00 3.5461601479e-01 1.0224597746e+00 1.3323254843e+01 1.7959259734e+00
1.9000000000e-01 5.6218830298e-02 1.8105007509e+02 4.1709596225e+01 7.2019819296e+00 -9.1952501763e+01 7.9105499739e+00 1.3444409799e+02 3.9505648188e+00 3.5901099247e-01 1.0427445563e+00 1.3402823007e+01 1.8201770919e+00
1.9100000000e-01 5.6439409363e-02 1.8201821696e+02 4.2030260125e+01 7.3036014125e+00 -9.2043198294e+01 8.0251546599e+00 1.3485545842e+02 4.0072371536e+00 3.6342517882e-01 1.0633354639e+00 1.3482934087e+01 1.8446445993e+00
1.9200000000e-01 5.6658324013e-02 1.8298662295e+02 4.2351510907e+01 7.4062103865e+00 -9.2131317469e+01 8.1409454970e+00 1.3526482837e+02 4.0643236118e+00 3.6785829227e-01 1.0842383778e+00 1.3563587098e+01 1.8693296659e+00
1.9300000000e-01 5.6875572087e-02 1.8395529446e+02 4.2673318343e+01 7.5098032205e+00 -9.2216895633e+01 8.2579192297e+00 1.3567221398e+02 4.1218198286e+00 3.7231005647e-01 1.1054544918e+00 1.3644780832e+01 1.8942334656e+00
1.9400000000e-01 5.7091152533e-02 1.8492423284e+02 4.2995651622e+01 7.6143931159e+00 -9.2299970481e+01 8.3760908364e+00 1.3607762210e+02 4.1797212132e+00 3.7678020219e-01 1.1269886418e+00 1.3726513916e+01 1.9193571751e+00
1.9500000000e-01 5.7305065184e-02 1.8589343940e+02 4.3318479113e+01 7.7199872693e+00 -9.2380581073e+01 8.4954707934e+00 1.3648106019e+02 4.2380229361e+00 3.8126846575e-01 1.1488442610e+00 1.3808784669e+01 1.9447019751e+00
1.9600000000e-01 5.7517310982e-02 1.8686291538e+02 4.3641768477e+01 7.8265858372e+00 -9.2458767918e+01 8.6160608416e+00 1.3688253640e+02 4.2967199196e+00 3.8577459133e-01 1.1710239852e+00 1.3891591194e+01 1.9702690489e+00
1.9700000000e-01 5.7727891789e-02 1.8783266198e+02 4.3965486729e+01 7.9341995154e+00 -9.2534572767e+01 8.7378737795e+00 1.3728205950e+02 4.3558068514e+00 3.9029832976e-01 1.1935320351e+00 1.3974931388e+01 1.9960595834e+00
1.9800000000e-01 5.7936810417e-02 1.8880268034e+02 4.4289600161e+01 8.0428337940e+00 -9.2608038700e+01 8.8609199943e+00 1.3767963886e+02 4.4152781732e+00 3.9483943903e-01 1.2163719131e+00 1.4058802898e+01 2.0220747686e+00
1.9900000000e-01 5.8144070661e-02 1.8977297154e+02 4.4614074237e+01 8.1524928562e+00 -9.2679210263e+01 8.9852021272e+00 1.3807528450e+02 4.4751280619e+00 3.9939768505e-01 1.2395465143e+00 1.4143203089e+01 2.0483157976e+00
2.0000000000e-01 5.8349677276e-02 1.9074353661e+02 4.4938873878e+01 8.2631823013e+00 -9.2748133173e+01 9.1107317165e+00 1.3846900705e+02 4.5353504568e+00 4.0397284174e-01 1.2630595527e+00 1.4228129167e+01 2.0747838665e+00
2.0100000000e-01 5.8553635961e-02 1.9171437650e+02 4.5263963150e+01 8.3749193643e+00 -9.2814854606e+01 9.2375291946e+00 1.3886081775e+02 4.5959390325e+00 4.0856469130e-01 1.2869168434e+00 1.4313578000e+01 2.1014801746e+00
2.0200000000e-01 5.8755953240e-02 1.9268549213e+02 4.5589305523e+01 8.4876925202e+00 -9.2879422840e+01 9.3655812682e+00 1.3925072836e+02 4.6568872041e+00 4.1317302345e-01 1.3111183325e+00 1.4399546344e+01 2.1284059243e+00
2.0300000000e-01 5.8956636646e-02 1.9365688432e+02 4.5914863663e+01 8.6015224105e+00 -9.2941887644e+01 9.4949148575e+00 1.3963875130e+02 4.7181881332e+00 4.1779763745e-01 1.3356704382e+00 1.4486030555e+01 2.1555623206e+00
2.0400000000e-01 5.9155694614e-02 1.9462855387e+02 4.6240599607e+01 8.7164081154e+00 -9.3002299944e+01 9.6255288003e+00 1.4002489955e+02 4.7798347071e+00 4.2243834153e-01 1.3605756789e+00 1.4573026874e+01 2.1829505719e+00
2.0500000000e-01 5.9353136332e-02 1.9560050147e+02 4.6566474675e+01 8.8323605742e+00 -9.3060711896e+01 9.7574403042e+00 1.4040918658e+02 4.8418195563e+00 4.2709495179e-01 1.3858385223e+00 1.4660531253e+01 2.2105718894e+00
2.0600000000e-01 5.9548971920e-02 1.9657272777e+02 4.6892449445e+01 8.9493777201e+00 -9.3117176984e+01 9.8906456778e+00 1.4079162643e+02 4.9041350362e+00 4.3176729422e-01 1.4114610363e+00 1.4748539374e+01 2.2384274872e+00
2.0700000000e-01 5.9743212372e-02 1.9754523334e+02 4.7218483863e+01 9.0674792648e+00 -9.3171749866e+01 1.0025170629e+01 1.4117223373e+02 4.9667732376e+00 4.3645520449e-01 1.4374497350e+00 1.4837046703e+01 2.2665185823e+00
2.0800000000e-01 5.9935869409e-02 1.9851801869e+02 4.7544537205e+01 9.1866634293e+00 -9.3224486321e+01 1.0161014789e+01 1.4155102353e+02 5.0297259841e+00 4.4115852692e-01 1.4638067849e+00 1.4926048471e+01 2.2948463948e+00
